"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Genes","ontology","Protein","Protein_abbrv"
"1","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899001.1","Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"2","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899002.1","Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"3","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899003.1","Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"4","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899004.1","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"5","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899005.1","Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"6","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899006.1","Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"7","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899007.1","Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"8","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899008.1","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"9","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899009.1","Molecular Functions","Polyadenylate-binding protein 1-A (PABP-1-A) (Poly(A)-binding protein 1-A) (xPABP1-A) (Cytoplasmic poly(A)-binding protein 1-A)","pabpc1-a pabp pabp1"
"10","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899010.1","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"11","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899011.1","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"12","GO:0008266","poly(U) RNA binding",58,26,1.1,9e-30,"NV2t005899012.1","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
