chr1	21492131	21498143	chr1	21493631	21493663	Simple_repeat	20.9	32
chr1	21492131	21498143	chr1	21495495	21495530	Low_complexity	22.5	35
chr1	21492131	21498143	chr1	21496671	21496735	Simple_repeat	23.7	64
chr1	21492131	21498143	chr1	21496891	21496945	Simple_repeat	29.6	54
chr1	21492131	21498143	chr1	21497032	21497060	Simple_repeat	21.1	28
chr12	11272332	11273942	chr12	11273277	11273317	Simple_repeat	7.7	40
chr12	11272332	11273942	chr12	11273793	11273866	Low_complexity	31.3	73
chr2	172	5987	chr2	5179	5207	Simple_repeat	7.3	28
chr2	172	5987	chr2	5441	5468	Simple_repeat	15.9	27
chr2	19928233	19933446	chr2	19930961	19931074	Simple_repeat	27	113
chr2	19928233	19933446	chr2	19932656	19932684	Simple_repeat	11.2	28
chr3	5894623	5898423	chr3	5896608	5896650	Simple_repeat	2.4	42
chr3	15968284	15972928	chr3	15970421	15970509	Simple_repeat	26.4	88
chr3	15968284	15972928	chr3	15972906	15972947	Simple_repeat	18.6	22
chr3	25655011	25659400	chr3	25655429	25655467	Low_complexity	19.4	38
chr3	25655011	25659400	chr3	25656952	25656984	Simple_repeat	17.1	32
chr3	25655011	25659400	chr3	25657125	25657144	Simple_repeat	5.3	19
chr3	25655011	25659400	chr3	25657145	25657174	Simple_repeat	11.2	29
chr3	25655011	25659400	chr3	25658840	25658890	Simple_repeat	0	50
chr3	25655011	25659400	chr3	25658893	25659025	Simple_repeat	20.2	132
chr3	25655011	25659400	chr3	25659029	25659070	Simple_repeat	2.4	41
chr4	10052357	10060993	chr4	10054765	10054844	LINE/CR1	26.2	79
chr4	10052357	10060993	chr4	10055766	10055814	Simple_repeat	18.5	48
chr4	10052357	10060993	chr4	10055872	10055900	Simple_repeat	0	28
chr4	10052357	10060993	chr4	10057831	10057878	DNA/hAT-Ac	27.1	47
chr5	6068276	6074866	chr5	6073760	6073800	Simple_repeat	13.3	40
chr5	6228163	6241193	chr5	6232363	6232387	Simple_repeat	4.5	24
chr5	6228163	6241193	chr5	6235887	6235955	Low_complexity	29.6	68
chr5	9867156	9875921	chr5	9867811	9868230	LINE/L2	39.5	419
chr5	9867156	9875921	chr5	9868382	9868809	LINE/L2	39.7	427
chr5	9867156	9875921	chr5	9868982	9869005	Simple_repeat	0	23
chr5	9867156	9875921	chr5	9869978	9870014	Simple_repeat	22	36
chr5	10120446	10128784	chr5	10125875	10125910	LINE/L2	8.6	35
chr5	10120446	10128784	chr5	10127122	10127188	SINE/tRNA-RTE	23.1	66
chr8	16775066	16780016	chr8	16775036	16775076	Low_complexity	14.8	10
chr9	20769501	20773911	chr9	20771005	20771033	Simple_repeat	7.3	28
chr9	20769501	20773911	chr9	20771118	20771136	Simple_repeat	0	18
chr9	20769501	20773911	chr9	20771302	20771335	Low_complexity	16.4	33
chr9	20769501	20773911	chr9	20773661	20773681	Simple_repeat	5	20
chr9	21206096	21214762	chr9	21211646	21211678	Simple_repeat	14.1	32
chr9	21206096	21214762	chr9	21213299	21213322	Simple_repeat	0	23
chr9	21238106	21244556	chr9	21239330	21239380	Simple_repeat	12.8	50
chr9	21238106	21244556	chr9	21239774	21239797	Simple_repeat	8.8	23
chr9	21238106	21244556	chr9	21241014	21241052	Simple_repeat	22	38
chr9	21238106	21244556	chr9	21241949	21241989	Low_complexity	16.3	40
sc032	3018	12953	sc032	2739	3129	LINE/L2	37.4	111
sc032	3018	12953	sc032	3320	3365	Simple_repeat	2.3	45
sc032	3018	12953	sc032	6014	6062	Simple_repeat	4.3	48
sc032	3018	12953	sc032	6079	6110	Simple_repeat	6.5	31
sc032	3018	12953	sc032	10615	10712	LINE/CR1	32.2	97
sc032	3018	12953	sc032	10940	11012	DNA/TcMar-Tigger	16	72
sc214	39027	45919	sc214	41818	41825	Simple_repeat	29.9	7
sc214	39027	45919	sc214	41826	41872	Low_complexity	19.3	46
sc214	39027	45919	sc214	41873	41883	Simple_repeat	29.9	10
sc214	39027	45919	sc214	41884	41910	Simple_repeat	7.8	26
