Ap1	4070636	4070662	Ap1	4070604	4070696	SINE/MIR	29.7	93	26
Ap1	5881484	5881505	Ap1	5881405	5881669	LINE/L2	36	265	21
Ap1	19994141	19994166	Ap1	19994141	19994206	SINE/tRNA-Deu	30.3	66	25
Ap1	21050314	21050358	Ap1	21050281	21050349	Simple_repeat	21.2	69	35
Ap1	21062850	21062893	Ap1	21062802	21062866	Simple_repeat	22.9	65	16
Ap1	27569502	27569536	Ap1	27569515	27569578	SINE/MIR	28.6	64	21
Ap1	30129609	30129637	Ap1	30129609	30129703	Low_complexity	33.9	95	28
Ap1	31738867	31738893	Ap1	31738856	31738886	Simple_repeat	12.1	31	19
Ap1	35493522	35493549	Ap1	35493496	35493600	DNA/TcMar-Tigger	22.2	105	27
Ap1	36516433	36516467	Ap1	36516409	36516553	SINE/MIR	27.3	145	34
Ap1	39061696	39061717	Ap1	39061533	39061797	LINE/L2	35.6	265	21
Ap1	40234217	40234245	Ap1	40234218	40234260	Simple_repeat	22.6	43	27
Ap1	40299213	40299241	Ap1	40299214	40299251	Simple_repeat	22.6	38	27
Ap1	40468739	40468774	Ap1	40468743	40468859	SINE/5S-Deu-L2	22.8	117	31
Ap1	40468799	40468824	Ap1	40468743	40468859	SINE/5S-Deu-L2	22.8	117	25
Ap1	40470754	40470789	Ap1	40470758	40470874	SINE/5S-Deu-L2	22.8	117	31
Ap1	40470814	40470839	Ap1	40470758	40470874	SINE/5S-Deu-L2	22.8	117	25
Ap1	40472769	40472804	Ap1	40472773	40472889	SINE/5S-Deu-L2	22.8	117	31
Ap1	40472829	40472854	Ap1	40472773	40472889	SINE/5S-Deu-L2	22.8	117	25
Ap1	40480128	40480163	Ap1	40480132	40480248	SINE/5S-Deu-L2	22.8	117	31
Ap1	40480188	40480213	Ap1	40480132	40480248	SINE/5S-Deu-L2	22.8	117	25
Ap1	40487896	40487921	Ap1	40487846	40487924	SINE/5S-Deu-L2	24.1	79	25
Ap1	40966040	40966066	Ap1	40965958	40966080	LINE/L2	33	123	26
Ap10	4967858	4967892	Ap10	4967834	4967978	SINE/MIR	27.3	145	34
Ap10	8819384	8819420	Ap10	8819390	8819505	SINE/5S-Deu-L2	29.8	116	30
Ap10	9403144	9403170	Ap10	9402995	9403363	LINE/RTE-BovB	32.3	369	26
Ap10	19923420	19923446	Ap10	19923381	19923493	SINE/tRNA-RTE	32.1	113	26
Ap11	2599571	2599589	Ap11	2599547	2599691	SINE/MIR	26.6	145	18
Ap11	16229153	16229177	Ap11	16229176	16229209	Low_complexity	20.2	34	1
Ap11	16985720	16985735	Ap11	16985698	16985731	Simple_repeat	16.4	34	11
Ap11	18294926	18294960	Ap11	18294902	18295047	SINE/MIR	28	146	34
Ap11	18496720	18496738	Ap11	18496704	18496847	SINE/MIR	32.6	144	18
Ap11	19811386	19811404	Ap11	19811274	19811420	SINE/MIR	32.6	147	18
Ap12	2631096	2631128	Ap12	2631065	2631122	SINE/MIR	20.7	58	26
Ap12	3629722	3629756	Ap12	3629698	3629840	SINE/MIR	26.2	143	34
Ap12	9705152	9705170	Ap12	9705128	9705272	SINE/MIR	25.9	145	18
Ap12	17663148	17663174	Ap12	17663063	17663207	SINE/MIR	25.9	145	26
Ap12	23880524	23880542	Ap12	23880412	23880558	SINE/MIR	26.4	147	18
Ap12	27602183	27602201	Ap12	27602082	27602226	SINE/MIR	27.3	145	18
Ap12	29599971	29599996	Ap12	29599934	29599993	SINE/5S-Deu-L2	25	60	22
Ap13	440380	440408	Ap13	440243	440532	LINE/L2	36.1	290	28
Ap13	476627	476652	Ap13	476612	476735	LINE/CR1	34.2	124	25
Ap13	1617602	1617620	Ap13	1617490	1617636	SINE/MIR	26.4	147	18
Ap13	4106681	4106707	Ap13	4106596	4106740	SINE/MIR	25.9	145	26
Ap13	4580774	4580800	Ap13	4580745	4580785	Simple_repeat	7.8	41	11
Ap13	5270219	5270245	Ap13	5270135	5270254	SINE/MIR	26	120	26
Ap13	9628881	9628907	Ap13	9628790	9628940	SINE/MIR	24.5	151	26
Ap13	13249676	13249701	Ap13	13249642	13249710	SINE/tRNA-RTE	23.5	69	25
